catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,raw_condition,applies_status,predicate_count,normalized_predicates_json,confirmation_questions_json,audit_flags,normalization_confidence,runtime_status,source_page
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,SIMPLIFIED,床位100 张及以上的专科医院8415 （精神病、康复和运动康复医院）以 及疗养院8416，床位100 张及以上 500 张以下的综合医院8411、中医医 院8412、中西医结合医院8413、民 族医院8414、专科医院8415（不含 精神病、康复和运动康复医院）,APPLIES_IF_CONDITION_MET,11,"[{""predicate_type"": ""threshold_range"", ""metric"": ""bed_count"", ""operator"": ""gte_and_lt"", ""lower_value"": 100, ""lower_unit"": ""bed"", ""lower_inclusive"": true, ""upper_value"": 500, ""upper_unit"": ""bed"", ""upper_inclusive"": false, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""床位100张及以上500张以下"", ""metric_source_keyword"": ""床位"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""100"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""床位100张及以上的专科医""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8415"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""及以上的专科医院8415（精神病、康复和""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8416"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""医院）以及疗养院8416，床位100张及""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""100"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""院8416，床位100张及以上500张""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""500"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""位100张及以上500张以下的综合医院""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8411"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""张以下的综合医院8411、中医医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8412"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""411、中医医院8412、中西医结合医院""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8413"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""、中西医结合医院8413、民族医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8414"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""413、民族医院8414、专科医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8415"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""LOW"", ""raw_fragment"": ""414、专科医院8415（不含精神病、康""}]","[""请确认 bed_count 对应的实际规模/用量/产能，并提供证据。""]",condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,20
107,四十九、卫生84,医院841，专业公共卫生服务843,841;843,REGISTRATION,疾病预防控制中心8431，床位100 张以 下的综合医院8411、中医医院8412、 中西医结合医院8413、民族医院8414、 专科医院8415、疗养院8416,APPLIES_IF_CONDITION_MET,9,"[{""predicate_type"": ""threshold"", ""metric"": ""bed_count"", ""operator"": ""lt"", ""value"": 100, ""unit"": ""bed"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""床位100张以下"", ""metric_source_keyword"": ""床位"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8431"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""疾病预防控制中心8431，床位100张以""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""100"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""心8431，床位100张以下的综合医院""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8411"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""张以下的综合医院8411、中医医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8412"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""411、中医医院8412、中西医结合医院""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8413"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""、中西医结合医院8413、民族医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8414"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""413、民族医院8414、专科医院841""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8415"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""414、专科医院8415、疗养院8416""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""8416"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""REGISTRATION"", ""confidence"": ""LOW"", ""raw_fragment"": ""8415、疗养院8416""}]","[""请确认 bed_count 对应的实际规模/用量/产能，并提供证据。""]",condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,20
108,五十、其他行业,除1-107 外的其他行业,107,KEY,涉及通用工序重点管理的，存在本名 录第七条规定情形之一的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
108,五十、其他行业,除1-107 外的其他行业,107,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
108,五十、其他行业,除1-107 外的其他行业,107,REGISTRATION,涉及通用工序登记管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_registration_management"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""涉及通用工序登记管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
109,五十一、通用工序,锅炉,,KEY,纳入重点排污单位名录的,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
109,五十一、通用工序,锅炉,,SIMPLIFIED,除纳入重点排污单位名录的，单台或 者合计出力20 吨/小时（14 兆瓦）及 以上的锅炉（不含电热锅炉）,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""boiler_capacity_single_or_total"", ""operator"": ""gte"", ""value"": 20, ""unit"": ""ton_per_hour"", ""equivalent_value"": 14, ""equivalent_unit"": ""megawatt"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""单台或者合计出力20吨/小时（14兆瓦）及以上"", ""metric_source_keyword"": ""单台或者合计出力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""20"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""单台或者合计出力20吨/小时（14兆""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""14"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""力20吨/小时（14兆瓦）及以上的锅""}]","[""是否被纳入重点排污单位名录？"", ""请确认 boiler_capacity_single_or_total 对应的实际规模/用量/产能，并提供证据。""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
109,五十一、通用工序,锅炉,,REGISTRATION,除纳入重点排污单位名录的，单台且合 计出力20 吨/小时（14 兆瓦）以下的锅 炉（不含电热锅炉）,APPLIES_IF_CONDITION_MET,4,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""boiler_capacity_single_and_total"", ""operator"": ""lt"", ""value"": 20, ""unit"": ""ton_per_hour"", ""equivalent_value"": 14, ""equivalent_unit"": ""megawatt"", ""inclusive"": false, ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""单台且合计出力20吨/小时（14兆瓦）以下"", ""metric_source_keyword"": ""单台且合计出力"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""20"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""，单台且合计出力20吨/小时（14兆""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""14"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""REGISTRATION"", ""confidence"": ""HIGH"", ""raw_fragment"": ""力20吨/小时（14兆瓦）以下的锅炉""}]","[""是否被纳入重点排污单位名录？"", ""请确认 boiler_capacity_single_and_total 对应的实际规模/用量/产能，并提供证据。""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
110,五十一、通用工序,工业炉窑,,KEY,纳入重点排污单位名录的,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
110,五十一、通用工序,工业炉窑,,SIMPLIFIED,除纳入重点排污单位名录的，除以 天然气或者电为能源的加热炉、热 处理炉、干燥炉（窑）以外的其他 工业炉窑,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否被纳入重点排污单位名录？"", ""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion;requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
110,五十一、通用工序,工业炉窑,,REGISTRATION,除纳入重点排污单位名录的，以天然气 或者电为能源的加热炉、热处理炉或者 干燥炉（窑）,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
111,五十一、通用工序,表面处理,,KEY,纳入重点排污单位名录的,APPLIES_IF_CONDITION_MET,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
111,五十一、通用工序,表面处理,,SIMPLIFIED,除纳入重点排污单位名录的，有电镀 工序、酸洗、抛光（电解抛光和化学 抛光）、热浸镀（溶剂法）、淬火或 者钝化等工序的、年使用10 吨及以 上有机溶剂的,APPLIES_IF_CONDITION_MET,9,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""electroplating_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""有电镀工序"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""pickling_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""酸洗"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""polishing_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""抛光"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""hot_dip_plating_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""热浸镀"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""quenching_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""淬火"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""passivation_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""钝化"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 10, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年使用10吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""等工序的、年使用10吨及以上有机溶剂""}]","[""是否被纳入重点排污单位名录？"", ""请确认 annual_material_use 对应的实际规模/用量/产能，并提供证据。"", ""是否存在电镀、酸洗、抛光、热浸镀、淬火或钝化等表面处理工序？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,20
